"Story","Title","Result","Date","Stability","Duration (s)"
"Store Exito","validate name of product add to shopping cart","ERROR","2024-03-06T14:49:03.4431097-05:00[America/Bogota]","0.0","84.39"
"Store Exito","validate name of product add to shopping cart","FAILURE","2024-03-07T14:54:16.7184571-05:00[America/Bogota]","0.0","101.6"
"Store Exito","validate name of product add to shopping cart","FAILURE","2024-03-07T14:54:16.7184571-05:00[America/Bogota]","0.0","101.6"
