"Story","Title","Result","Date","Stability","Duration (s)"
"Store Exito","validate name of product add to shopping cart","ERROR","2024-03-05T10:41:08.9115535-05:00[America/Bogota]","0.0","0.54"
"Store Exito","validate name of product add to shopping cart","ERROR","2024-03-06T14:49:03.4431097-05:00[America/Bogota]","0.0","84.39"
